System,Stage,Amplitude,NoiseStd,Replicate,PhaseSeed,NoiseSeed,SHA256
2,confirmation,1.15,0.01,18,426093318,426193318,4fab521252b41cf71c3f65397ecd73a3918478464b942150cda1d4446c385e17
2,confirmation,1.15,0.02,18,426093318,426193318,cdffc898809c81c86a56e8afebede347391ec1d799812eb3805ec97715f7161b
2,confirmation,1.15,0.005,19,426093319,426193319,8f501ec3c317183cb09b5ee590688e46e14baf69b7aecbab21adea268b0ef03d
2,confirmation,1.15,0.01,19,426093319,426193319,edba4d5614f2df87e617c6a07c9ab27c071a981294235e5f520dfd7c92b8a1a2
2,confirmation,1.15,0.02,19,426093319,426193319,b019da8a43149574036a6e4acbf7c6a08452b649c6cfe4f5fd8722669f66ed17
2,confirmation,1.15,0.005,20,426093320,426193320,7af016fc9f3874d6b6eda737f092e5c7aaf055bbf5bfe4c7ef7efb3ed820cf3a
2,confirmation,1.15,0.01,20,426093320,426193320,ec7080c134f6a1521ccf487a1d576d07c87088e426197e61d383b28b8cd4a913
2,confirmation,1.15,0.02,20,426093320,426193320,cc6ec41e3b789168a5f07046fe1847cffbc4401366c66e7fbcc261f42138eaac
2,confirmation,1.3,0.005,1,426093301,426193301,1262774ceacb232972ef2f2bdafa89105d6ccf08ace620fac1169bf6673c110c
2,confirmation,1.3,0.01,1,426093301,426193301,5d232149550d01f09ea7d1b73c5cde3b2eedfc8ee8a6ddae5905458bc38731d5
2,confirmation,1.3,0.02,1,426093301,426193301,7ffc5f327aabb37d2f5ba4c5ed2df44f27f7de451ce1dc8d1244736ac5548faf
2,confirmation,1.3,0.005,2,426093302,426193302,23db9c3e86e632f500e82e77fa2413fbc643972a87592bfd62516e0069c44934
2,confirmation,1.3,0.01,2,426093302,426193302,a71c63f41598aefd265a3e733354f58e9a8e061d4817303c4bcb5bdaeb9be679
2,confirmation,1.3,0.02,2,426093302,426193302,fa5a3e3ee9782cc206913508cc104a9a241a0a3c61df50e43b2c52e1c08dcc0c
2,confirmation,1.3,0.005,3,426093303,426193303,74cdd8af32c1d7603deb93668e9d31160b928f7cadc1748723b922374ed10f00
2,confirmation,1.3,0.01,3,426093303,426193303,eb86e83731bcbdac20a5816703de39a5fe53a5c4d6b0e54e03749b4fd049cb2f
2,confirmation,1.3,0.02,3,426093303,426193303,8d5e941254af0e9c69bf64316fa10e5bd9ce197323f83054c779a5cb151562bb
2,confirmation,1.3,0.005,4,426093304,426193304,e3646e2036563445f55a5d8db999b3dcb68933d3f40fca8e5a107748d547b85d
2,confirmation,1.3,0.01,4,426093304,426193304,986d1e5be870028cf517a637cc85509a0a39ff1c89ea5055fbfcc824a85ed29a
2,confirmation,1.3,0.02,4,426093304,426193304,39f22748e4320adc4522d28aaccff45893260eaad83929843ff8de3322493418
2,confirmation,1.3,0.005,5,426093305,426193305,c5599bfe1c71ccb9a00a5796335599cd1a7cda1435d717eb18a785e93210e5cc
2,confirmation,1.3,0.01,5,426093305,426193305,39ff33a0a45444e481415251a73d6ff9eaaf9b2671044ece15e2dd891e674f11
2,confirmation,1.3,0.02,5,426093305,426193305,ee86dc5b9e38c995705facf9aac86bfcce1faa66f45caa5ade6e1eea5c401eaf
2,confirmation,1.3,0.005,6,426093306,426193306,3da2cd6aeb54f58e247f77b2beb8425d14c30da1a5e6f8667c097d50ab70dc92
2,confirmation,1.3,0.01,6,426093306,426193306,94b3b7f433eb6c2d9ccfbec4a5463004dc645a287c4c847c64e8348c593e2133
2,confirmation,1.3,0.02,6,426093306,426193306,ad47cd7697c9c75bf81e7ee08deeb4dcb21f436309b325534e0ed5a4a6848810
2,confirmation,1.3,0.005,7,426093307,426193307,a0c535b389b6962efe977f0f9ce677b95af786a454063e2d042026dfec123760
2,confirmation,1.3,0.01,7,426093307,426193307,4f53b238f47423b82d457bc6b7456d3964a017ca6186a2dd6d33830d6c3739fb
2,confirmation,1.3,0.02,7,426093307,426193307,e37be45988026fc8ae5f1ef4555a2ff7766a97b849b67ad7cf89d7d62e173c49
2,confirmation,1.3,0.005,8,426093308,426193308,9c1016e033fba7741ec08f2a534e64276b7b924014e793efdc91033382750e67
2,confirmation,1.3,0.01,8,426093308,426193308,543653e6b3a6158a96ede8b0aecc5958d4e1582b4ff96c4f1caeb91c3843def2
2,confirmation,1.3,0.02,8,426093308,426193308,0fd2edc0d1acc9a54610c0ed22841470fe820c70c18c9834a8dca7db85676331
2,confirmation,1.3,0.005,9,426093309,426193309,7f4fb63abe2d5b4165195848979f27805a3de8e2e93edbd29418887b4c11edce
2,confirmation,1.3,0.01,9,426093309,426193309,3c916b70916ec5249c18f2b0d529da52cd34aa87ae4f8c81ce93fb5f1cd61b73
2,confirmation,1.3,0.02,9,426093309,426193309,5f2a08bcfbaefa34e23210c59b7163d4c319e3e02a7ab682c44fd1f1e596530f
2,confirmation,1.3,0.005,10,426093310,426193310,92de91b8952da07112577325f92cda3952597a0564d8212cbe577605387df48c
2,confirmation,1.3,0.01,10,426093310,426193310,6ca35b90dcc4132192d5d227407c61b18fe093ae76d83b0c62fbb3ab14f6e375
2,confirmation,1.3,0.02,10,426093310,426193310,e8369c39cf791a6d190154fb55e4d0efd4b44a39a02c724dd8a678d77b5f8bf1
2,confirmation,1.3,0.005,11,426093311,426193311,aa535df1f66e654b1f9a78286cda6710047a9dfd6c825ce1dbde58424b6dce3d
2,confirmation,1.3,0.01,11,426093311,426193311,ac7dda3d336b241f990ac7989e41e797dc87674034aca28bcaa7ca3084c09462
2,confirmation,1.3,0.02,11,426093311,426193311,40f55e7a4ab67328fddbe6427a866b057bf5980ddb6d0b5f13a74cb2ca1a8a02
2,confirmation,1.3,0.005,12,426093312,426193312,b21405df0fa1c218d6b5024cbeca42c8d6da4a662be52546885fa0d49401d9f9
2,confirmation,1.3,0.01,12,426093312,426193312,895a3359a461ad7ddd9bb6dc6ff33234c5d281a3085172be885affa0480b6f72
2,confirmation,1.3,0.02,12,426093312,426193312,768480560a3be1874881229a65b6b4fb0b4a63d2f04719ef8b2c8e1707c2d3d7
2,confirmation,1.3,0.005,13,426093313,426193313,55ceb361c8ecc606c7ebc66b4202688406f75b7f740814123a9ddea3ecba766d
2,confirmation,1.3,0.01,13,426093313,426193313,4adb00d781a388a733faf7808673281f8895649c6b2918dd05e6265817a6f0f9
2,confirmation,1.3,0.02,13,426093313,426193313,5115edb3a7fb7c4ebe4f0e5c8b831e67f1731f0af7740bb6c74c2b649f9efff3
2,confirmation,1.3,0.005,14,426093314,426193314,234d3a5143c46ec2184887bf1549b84092042ad3690205078956a45d81f212dd
2,confirmation,1.3,0.01,14,426093314,426193314,77c68be143b15399e15a216a1731b7228966c9ec67310fd0936accaa260037ff
2,confirmation,1.3,0.02,14,426093314,426193314,7a9c2e5f438310a6d2ab9a3e671fccffc9874d797d6e9460e9bf28f5691ded81
2,confirmation,1.3,0.005,15,426093315,426193315,e359d9921b45014f29b328a40dc5ecd25cc22b2c7e874e45e31c906f8daed4a6
2,confirmation,1.3,0.01,15,426093315,426193315,a841586bd441126d3c1d318ef50ff7ca4aa659b1cd1de7b490a54b57bbb20b58
2,confirmation,1.3,0.02,15,426093315,426193315,72c00ea37263f30b99a1f61878ed3be4d6968f00a8cc5e8e472b96bc56932fb0
2,confirmation,1.3,0.005,16,426093316,426193316,9f80298f8cf27363cac99e74564db77f1eb42b1da4a9ebc30dd9b08d8d0fb429
2,confirmation,1.3,0.01,16,426093316,426193316,305ce600e5c823abada71295263272c8ec609b7489cb72e567f246e1728ff83d
2,confirmation,1.3,0.02,16,426093316,426193316,88e77599cbddfb6bef4b90b932a3f3a5c937023ca9ffda3843da9cbb3e1c3c19
2,confirmation,1.3,0.005,17,426093317,426193317,27a2b618cde0b0e9075da2e3a24d079466514b20ad770f2e9021c022967bcc9e
2,confirmation,1.3,0.01,17,426093317,426193317,203ffd5f35d9142d979325c4b726d95f2b87849604a5bddb1da1539155591655
2,confirmation,1.3,0.02,17,426093317,426193317,6390add3afff17b51da2c2b623927e97781e45af325fe6c5c6dfa904718eef80
2,confirmation,1.3,0.005,18,426093318,426193318,02cc2add9dc6e3fe42927548a13eabdcb6f76014a9a694320651d954615f7c78
2,confirmation,1.3,0.01,18,426093318,426193318,66ce82ec4881b9deb0b67dc7f7c3d2d9820bb4c75341ca3616f5849e7dbdefc8
2,confirmation,1.3,0.02,18,426093318,426193318,6caab21d0d3b27f536e5dfa076260ef2a430684319848cfce7624adc26caeaf4
2,confirmation,1.3,0.005,19,426093319,426193319,ea3544af452c83474c5b77218187738a754e13c62cbb6c1e82b4781657711cd3
2,confirmation,1.3,0.01,19,426093319,426193319,06cd4286743dfed7d550da2aa4d1a76f500b9ed09403e665ad685b54728f804e
2,confirmation,1.3,0.02,19,426093319,426193319,7025d45e464de1e05ef84898e2800994caed434d4582b2a70ebc352dcf608e63
2,confirmation,1.3,0.005,20,426093320,426193320,c12b6ee33b5d33774dccd92ced500043becf9fe4d5a05b3cd6af2d196d4fe602
2,confirmation,1.3,0.01,20,426093320,426193320,e4e818b6858667e8f5ab6c59bfcd98bf96dece6acf5dd92af7c72851b3425b5c
2,confirmation,1.3,0.02,20,426093320,426193320,750fd0431206a7477d380d50abbac285a6a7febd6e6f35028983efb4c0e446f3
3,clean_calibration,1.0,0,1,326094301,326194301,144ac719c6b428e6a713f64b11957400a1db871539356140aa63c445a98e1cb3
3,clean_calibration,1.0,0,2,326094302,326194302,5e2a5345bb51354658a72914f202876075755e9592d0f0c29a2e45786fa4e29f
3,clean_calibration,1.0,0,3,326094303,326194303,dfed4c2ff43507fc48e9f6a09bd5f345f6422cb3f65583a94e35c9d4377c7d59
3,clean_calibration,1.0,0,4,326094304,326194304,761455f289c9841fdb99bc641263bf03379ca17cd8971e4f685f0592fcf79b76
3,clean_calibration,1.0,0,5,326094305,326194305,152ee603c493d37c41b4955f8e43b579e909a47a1b40e0fcafd7e4fb6d3d50dc
3,clean_calibration,1.0,0,6,326094306,326194306,4e8b3c82947481258e481f34c80d7c9b9ac98d6082daa3262443cfb86a468ca1
3,clean_calibration,1.0,0,7,326094307,326194307,8231032947a45685c04113c9b043a8d9cd4dcb5c036ffa92b2b60ab636cd6b19
3,clean_calibration,1.0,0,8,326094308,326194308,92ed80d2d58ac871dd3cc39fd19618080a6bce0034afc93c3af80c85347de1b4
3,clean_calibration,1.0,0,9,326094309,326194309,d3e93be6edcad5274be1c495f4a9f959df854bd2827061c38e234ebe109425bc
3,clean_calibration,1.0,0,10,326094310,326194310,13df97a0e996d197f68c330fd1e9b77427368c2a776c1514f450618c18984d00
3,clean_calibration,1.0,0,11,326094311,326194311,6563ed0d15b1ae46a25fa9dc632a01c9abceb4b5dd7d00726d4440315fc22e29
3,clean_calibration,1.0,0,12,326094312,326194312,1bf34fc419718ee3e04f61ab40dcf94fe210f9bf30fa31ea2bdd32ad020b31a2
3,clean_calibration,1.0,0,13,326094313,326194313,180b033b4448429d753d5234680de5f3556652403065f653af2c3a54db2e53bd
3,clean_calibration,1.0,0,14,326094314,326194314,5b715abffc44bdd5fd7b79ea9d8f56b293c47be692e720e9223b89c300c198df
3,clean_calibration,1.0,0,15,326094315,326194315,2d0768308aa25fcc828eb89d8dcf5e3e54990fa0df6aa2f64dbc1fbbdbb846b7
3,clean_calibration,1.0,0,16,326094316,326194316,193ef32b46ead946a47b7f69151acad42f6cc2d3529bb3f72b518a7ef1d14e26
3,clean_calibration,1.0,0,17,326094317,326194317,3780883c595ac404380f01b9ae3ccb7a78320ab0ee604d5cf0965f891a31ec36
3,clean_calibration,1.0,0,18,326094318,326194318,e24818d50133c286df9cda99c05fee211a7c6ee50897c77ee202c6b196467ced
3,clean_calibration,1.0,0,19,326094319,326194319,3a4bdc8609195ae03adc8958a7bd076317f896b8e1ee430d030056a0e4ef9470
3,clean_calibration,1.0,0,20,326094320,326194320,c2a6059c61e11d55cb135c9cf70737a3778bae37c1067aa3e7fba64d71e14104
3,clean_calibration,1.15,0,1,326094301,326194301,132f1de7f44af99d03a52bedbe0cb11822242d9aeb1203fbeb45bb6f0205bf91
3,clean_calibration,1.15,0,2,326094302,326194302,bea00c542db1a27a6023f4139b752ccdf166cd9e902525e3c963526d96196a6e
3,clean_calibration,1.15,0,3,326094303,326194303,ae9a2cdd4d346e3b57acd78b77519fa5af97fc20ab81537395c5edee6d6fc06a
3,clean_calibration,1.15,0,4,326094304,326194304,d4696320fef30500f64bb8a23b830790c18c66356cc8929259daff40c51561ef
3,clean_calibration,1.15,0,5,326094305,326194305,3b42bb6f88c9394310c8066ae81e9f68db968cc76d03526cba284c0cee2b76ca
3,clean_calibration,1.15,0,6,326094306,326194306,64c7c8611af5b69413133ba96676989c4df31d718fa5b234a24ac5127f354862
3,clean_calibration,1.15,0,7,326094307,326194307,9efbb6ddc0cb0bffb43a4b46204a32896945294064018f093454d86d42fad5f9
3,clean_calibration,1.15,0,8,326094308,326194308,8a4fb94b883971623c36f77f50be5d427e23f1233da685b7b2884314b93e3b24
3,clean_calibration,1.15,0,9,326094309,326194309,a475dc9c22ed5e51c6964fb0f70e456f02fc47f1d1a40ba21f982f701903423d
3,clean_calibration,1.15,0,10,326094310,326194310,21d90906f733136ff9114f127a1284b5fb9bd2f7231a46ad176a2468b4b43363
3,clean_calibration,1.15,0,11,326094311,326194311,96500803ec0f141cfdde050a9bfe5853e2089e02229bfbf438bc806e7c400cd2
3,clean_calibration,1.15,0,12,326094312,326194312,da3b091e5f95c8347c402649e2f9ee8c4f6ecb6c29a03965243f4d9e64939e00
3,clean_calibration,1.15,0,13,326094313,326194313,946e73f909ad2d53f5d03a576d72dfcdecb93e9954761674a3f79ee454acc7bd
3,clean_calibration,1.15,0,14,326094314,326194314,211b96d8ff1219e2b48bb2bfe1b7fa90adf3ab3451edb15de5c3a446f55ca891
3,clean_calibration,1.15,0,15,326094315,326194315,9c9e133715d3bd3e6a560904114e922a34195d436796a1dc9098a40b36663f61
3,clean_calibration,1.15,0,16,326094316,326194316,9ca7d91b287a654df5678990def63256e1b1d10b83108f71623aacc8b23dfbd0
3,clean_calibration,1.15,0,17,326094317,326194317,ca87897f23a73b9e00bd4f484f4f1a640c9a4961622d953125f3b1aabe1ac29f
3,clean_calibration,1.15,0,18,326094318,326194318,2858cc8c69c704cd40dbb7cb01ed4ddcd2c66a45a2f3b170d185958134dd3f9e
3,clean_calibration,1.15,0,19,326094319,326194319,0816163561d5a9c2e751d22043b1b6a0d1bf7efaeba2639e805dae497f7ea324
3,clean_calibration,1.15,0,20,326094320,326194320,094e4f6eb1ffb96177c2432db48017ea70f089f2d1e9ea200278709766aaf0a0
3,clean_calibration,1.3,0,1,326094301,326194301,f3dccc9822c4b7f9c99f986468bac671e9c6027ba0ef82ddec0334494c4b4676
3,clean_calibration,1.3,0,2,326094302,326194302,b59a3f9859397adcd5c00a11bd4131c186109482c45d54a3b6640739fbd3df77
3,clean_calibration,1.3,0,3,326094303,326194303,3e9b6316388fcb2616219c6342184c9feb92dbbab5e42a85034b6f6d1e15233b
3,clean_calibration,1.3,0,4,326094304,326194304,003741ef6810fa8a354fd4258941976a37df42677bef5568f2b090730bbb697a
3,clean_calibration,1.3,0,5,326094305,326194305,dd2da9655316d03f2dd16015364a26a0e587388cb7c6bbc1870671f6435e0ce0
3,clean_calibration,1.3,0,6,326094306,326194306,3e3bd5adcbf3bfea3be735cbd73a6f5b3fad9be9a7930787922cb3845a1b5bc2
3,clean_calibration,1.3,0,7,326094307,326194307,1748ceea4a89eb076b1437610ab2b4d171fbcc6a605d507aa8cacf99d37fd66d
3,clean_calibration,1.3,0,8,326094308,326194308,80cfe725b10b6cfd9e20be7c83e44d8299a901f1605bbab6f486d2a52108e929
3,clean_calibration,1.3,0,9,326094309,326194309,5cd51ec94b43cdbc2b9a95aa4502acd28f48d394705c192f6ebe8f7a0cf93608
3,clean_calibration,1.3,0,10,326094310,326194310,fdc4b0f27c713f9205f5955ec9643658b0171668645bf183c4b39fb9d579b041
3,clean_calibration,1.3,0,11,326094311,326194311,197b320c10a71bfe4e0e8a9615a78bd10377754cea22fc4fbc36292f2c2ec484
3,clean_calibration,1.3,0,12,326094312,326194312,fd5ca06470ffed1df427710532e12254f877a42a2e5837127dceaee25da48136
3,clean_calibration,1.3,0,13,326094313,326194313,07570b174735b4f70b8f928c24f55f4bacaef118df76f6f2deb5031351096d3a
3,clean_calibration,1.3,0,14,326094314,326194314,9f31cb23da46eebf3113ab7c33c6228477bb7af29abca2c57d40db448ad7d53d
3,clean_calibration,1.3,0,15,326094315,326194315,e87cf98d060decbb505884f09c395291cedd08a28bcbd952dece1f2ef58d8b5e
3,clean_calibration,1.3,0,16,326094316,326194316,7f2b53c49c5f0a9988754eec6b5062f9756d6f8c3bb36c2e6e3ddcf52e06acdf
3,clean_calibration,1.3,0,17,326094317,326194317,13ecba93cea457b1e6b6805b61862c8719afa349eb78206270d3ad7c20bf08fa
3,clean_calibration,1.3,0,18,326094318,326194318,1f5f1fd31a2c0f647fb8131e68e3d928e82d1ceff8d08df8af662d2c1c83d0c3
3,clean_calibration,1.3,0,19,326094319,326194319,074e219a3e700fc3c49cb6d6d902f012f2b77c5753f42cea7be3095596944233
3,clean_calibration,1.3,0,20,326094320,326194320,27b83bc744fc4ac8cc8c47ee4775c88326ac3eabf6a5aa35ddb51a1c5396dc97
3,confirmation,1.0,0.005,1,426094301,426194301,e36396af533ddd63d9523c225adbfb9526a82ce7ff3436d0c69878dacf4e87a7
3,confirmation,1.0,0.01,1,426094301,426194301,acfa1909740e704b7cedf45e0c00580d540e5b5ee24c8553857c1b4dc572132e
3,confirmation,1.0,0.02,1,426094301,426194301,4b8f1d73189eebb8bda583e1aff8adfec564754db6f1cd036b8f7d549ef2df00
3,confirmation,1.0,0.005,2,426094302,426194302,91ca935cb318f291dd9f2ec191e0a2d78708b5c8e2ba364183ac51d6ff40c51c
3,confirmation,1.0,0.01,2,426094302,426194302,9a9e1a0ba62e3931adef8581e15ae0220359a3abf630f2d9254b5ebcf7974127
3,confirmation,1.0,0.02,2,426094302,426194302,32405defe04c7e7bf14b51834235084a86fdc3cc6dcf852f3731af44da5c3e09
3,confirmation,1.0,0.005,3,426094303,426194303,8e4ca493165e0352635c99462319df2c0e1a39268b4982771aa218d0eb52b4b9
3,confirmation,1.0,0.01,3,426094303,426194303,76c9b6dc399006609b60c5a6b63ddc47b8676253e0f9228adb9d62c5140630eb
3,confirmation,1.0,0.02,3,426094303,426194303,34f51d27ee0c0eddd09fec648f3b6557b6206eb1b10673eaa006620e8df4518d
3,confirmation,1.0,0.005,4,426094304,426194304,f171dd2413733abe1809b537e8134674ab3524b09c04f48fbe4743be5e10830d
3,confirmation,1.0,0.01,4,426094304,426194304,97ddc4cef5fc3ba7b6fec08e3c3a5af834cd3e778ff2760529ce248aabf69c1d
3,confirmation,1.0,0.02,4,426094304,426194304,cb14a207fad6dcf7d89b0dcb49684b2fdce93be8fa5173eb5f96ece105038bc4
3,confirmation,1.0,0.005,5,426094305,426194305,d7f2e6179cd46e19170f2d8aa43ae9815463602f5c0d806ae89a651bcc2509ae
3,confirmation,1.0,0.01,5,426094305,426194305,3d24bb6687973c8274d8118b113baab4ff2e00cf7d1c7bb787482ebc19e86c4d
3,confirmation,1.0,0.02,5,426094305,426194305,ca428c345012bac4dc93dfcbb21edbb78171314315b4ad7c62f2bcfb7a715761
3,confirmation,1.0,0.005,6,426094306,426194306,473c0df5f1c21ee92cf3496b80a99c152b971248d28e78f0fb72b6f0772f5767
3,confirmation,1.0,0.01,6,426094306,426194306,ddff3e62036eb9e67d0b74dcbd2c15b1bea8f29923789cff881d7719b689862a
3,confirmation,1.0,0.02,6,426094306,426194306,c649a3cf1992aad5f9796e10b2497ccbfb7162e46481ee3ddbcbe42625839589
3,confirmation,1.0,0.005,7,426094307,426194307,113f36571504a0dc1a6f8285cb31b5550e0e870a1d065fee7d1e53bcd90f6496
3,confirmation,1.0,0.01,7,426094307,426194307,d14702f2727bf4cadb7ea559c8ed4462da6c46a27a0ef61b097c8831e16d3a23
3,confirmation,1.0,0.02,7,426094307,426194307,5972aa9ca71e6bcbbed2c6629c0b43c4641b168b366707acc693e13e89a37637
3,confirmation,1.0,0.005,8,426094308,426194308,174e598e64bd6fb65b3852f82a8e9d119b7871c8d0a18ad0f74775e69c2d64fc
3,confirmation,1.0,0.01,8,426094308,426194308,743d0a7cff3e1f943462e0b3e464fd71a3aabf11b87c75e37223bb7996a7b69c
3,confirmation,1.0,0.02,8,426094308,426194308,0c35c0c16476f1f53d6ce253b9ee842a8cd0907f26467aec59f581cdbd749b31
3,confirmation,1.0,0.005,9,426094309,426194309,bf2cf9480673b5efddb4a1d1d7a94cd404ba42d6a67a818129a92cd95e566b11
3,confirmation,1.0,0.01,9,426094309,426194309,575f60e478ee6ad737301a78dae8f8d5bbd966ddfcf523125b6c4b92699a7b04
3,confirmation,1.0,0.02,9,426094309,426194309,2cc94f70455ada9140bee8aa00dcbe119c27e3f0de7f04461f3db9bdd4c9d32e
3,confirmation,1.0,0.005,10,426094310,426194310,24008f48e26b100d02a2cd352a3cb2af6e3819c1c9947baafa0df6e7fba0fa04
3,confirmation,1.0,0.01,10,426094310,426194310,497a3369bfdbd5e0c8e71ea63dcaee4b0e1ae6ebc72a4330f360efa06c16c620
3,confirmation,1.0,0.02,10,426094310,426194310,8a5748e13ea8509ece6ce85a0430fe457cf1aade2b735540d2faae0700d9d57d
3,confirmation,1.0,0.005,11,426094311,426194311,77830f92ed3e5ecb47542770f52ed44eb04789a10d995175c24a05faf236876c
3,confirmation,1.0,0.01,11,426094311,426194311,ee1b2946fcb4c3130f0d787e193175a1512cf12189c9e6bf998a5ce765655e52
3,confirmation,1.0,0.02,11,426094311,426194311,3d89e5f1b9886208fa537c679cad5326f5df73dea5317632b5606adf269099d7
3,confirmation,1.0,0.005,12,426094312,426194312,8f8f37ab02ce5712b153aeee622204a87f044763df29a832ecb04f35b05bf5c1
3,confirmation,1.0,0.01,12,426094312,426194312,7e5679b0efbbafeebee372aff3a7c3a4400bc85781cfb776fdc720f784d00f33
3,confirmation,1.0,0.02,12,426094312,426194312,125a00c3be0ea29e7f551beaaae4f875793ef8928807ffe83008f1c4fa28ecb1
3,confirmation,1.0,0.005,13,426094313,426194313,05375974ee4ada807cd6a9a28a8e1b826aea9b84ef8dc740a83316ec2802388e
3,confirmation,1.0,0.01,13,426094313,426194313,751671dce0af461396fc2d90b33feb643c0073e03f77e7895d2e864cf3516cb0
3,confirmation,1.0,0.02,13,426094313,426194313,49f7ccd94db0e6f12a51c4edeea983b4e9406bb7b9ff11822b47aa75956c8d2f
3,confirmation,1.0,0.005,14,426094314,426194314,ec2fa1aa874c07a84979291ea4974765e2f61189073d81b311fa0f181c2a93fc
3,confirmation,1.0,0.01,14,426094314,426194314,88d0f9158f219dc9a444af8a325aab90e85a6212d987fd0c29e4d0475c5b333e
3,confirmation,1.0,0.02,14,426094314,426194314,dec436514d10379009d154c5a30832ff8e27c0731c253a28ce05527febdcb052
3,confirmation,1.0,0.005,15,426094315,426194315,9d3b8a5236e3b48831ae893ceb3a90fd317e9d6a834618efcb37449f4045eb0d
3,confirmation,1.0,0.01,15,426094315,426194315,ec0f91c05dea0d3e4918087edf18ed0f255459736b8eb0517232abcf25e400e2
3,confirmation,1.0,0.02,15,426094315,426194315,10b30deb3ba80b9bb0240af410bff5c86b6b64cb37931c164b15fb901f9d1b76
3,confirmation,1.0,0.005,16,426094316,426194316,6109e9623344d0991c6ab93ac84504de8936d01b91b950c27f7e28b938a8a64a
3,confirmation,1.0,0.01,16,426094316,426194316,8b811e998192c3664f11e6d7552db2c2dff7697cfb4316ab9e8e37e3f73e3e42
3,confirmation,1.0,0.02,16,426094316,426194316,6a9f23c385ee82221aed3e0157593fb09f2f854d25216308786b43e1828d45e7
3,confirmation,1.0,0.005,17,426094317,426194317,492004849ebc7850b8fc51b8592d02460a380f504e743f715fdb8a9c72d93909
3,confirmation,1.0,0.01,17,426094317,426194317,d0ade56559c6ab3f510d825f9009a12a021eed0ba8d74e2c66852fb3e22a28f6
3,confirmation,1.0,0.02,17,426094317,426194317,51ae60331b97835ba504a41f271b7a5c59c1fe7ee5e98d9a0b05191b04a8ac0d
3,confirmation,1.0,0.005,18,426094318,426194318,9e999fe12ab5f1028283d3e237afdf152af0e033a0aa6184344b786fb5589778
3,confirmation,1.0,0.01,18,426094318,426194318,eebba8c0f53db2a5d92c33736729a34b2943a92ee9789279b5e2d6bdfc8323a6
3,confirmation,1.0,0.02,18,426094318,426194318,747359afd69bfd863e8689e13fe497b7d511036570f01ff89dcaf504c9dbc3cd
3,confirmation,1.0,0.005,19,426094319,426194319,6101c8865ca556dcecd2cef4faf8286f408e0d3ff844bf401e82abe9b90d1565
3,confirmation,1.0,0.01,19,426094319,426194319,226c4e696003bbb4c42e898c6078558e07abd4c2d8803f84d9a3a11a4f0aa12e
3,confirmation,1.0,0.02,19,426094319,426194319,ab47b4e26263211581c1fa8e3d5ff82aeef972f8c1de48e6d7eec90c411cbc08
3,confirmation,1.0,0.005,20,426094320,426194320,0dee8e2accdcf757370eff1ffb25d4bdaa2c57089f2ed1eba71eed442555404a
3,confirmation,1.0,0.01,20,426094320,426194320,e3005fd1a1edf601e95a9902303252fcc24f1f55af50049de335e21bf9af2a01
3,confirmation,1.0,0.02,20,426094320,426194320,b76f92093cfc34f0e8ea23cb78e502f8d6e170572b1de79bc02e02f4733dee27
3,confirmation,1.15,0.005,1,426094301,426194301,0b084dc3e35c8fcbe177ec5c930e174df7a339c04abe90056b19933a1070019f
3,confirmation,1.15,0.01,1,426094301,426194301,822ce25320f2f01506b6ef375cc7e52d6242f62588f6291a198aea8b8b505065
3,confirmation,1.15,0.02,1,426094301,426194301,81415c38b0a2d8180b7c2da09935ca6a44b0820fc11c1250d3549f393397e0a0
3,confirmation,1.15,0.005,2,426094302,426194302,f37b552220ceb4cd27c62c4f79f398cd0545f54f7f139e72d94c4aa2e0255c85
3,confirmation,1.15,0.01,2,426094302,426194302,7598b88776234381bb769a4dc24e57b7cd60f6252b123f35fc485ed53db20b32
3,confirmation,1.15,0.02,2,426094302,426194302,e2d292520d7f1427f0730cd793816e072662af7149c080b35b943ff756b8f765
3,confirmation,1.15,0.005,3,426094303,426194303,6deb5bd5ea8b1f743fdd0688dd396e28945b7cdce048b7fa863cd7984e07ee3f
3,confirmation,1.15,0.01,3,426094303,426194303,4dacc305f5fd1ef692907e49b4e419c911944442a0b36019e5cbec6d01c39e4a
3,confirmation,1.15,0.02,3,426094303,426194303,6fe3ddfddc1633ddbf713d7fcae873d3b32b286ce4c390f59b6da154c0d909fd
3,confirmation,1.15,0.005,4,426094304,426194304,59184eca4a0476b3a6c0ad7fcddacb1f98294a574a6489db2848474fad0a81db
3,confirmation,1.15,0.01,4,426094304,426194304,5360f6e632695ca9abab7d59cd5144c60511f044dabae15ae970be3815635810
3,confirmation,1.15,0.02,4,426094304,426194304,2f9169be3c83d99c6a34d38ede2c789dc60dee71446378dd7d514988492bd188
3,confirmation,1.15,0.005,5,426094305,426194305,a1f4e7692a5d45fb0b63cb930b1b9c983b6352cca9db246dc083195e8170214d
3,confirmation,1.15,0.01,5,426094305,426194305,0eec320a524705eb8a9e9cf75c1d2cf2159737802055107c1e71b6b13d936793
3,confirmation,1.15,0.02,5,426094305,426194305,81948177a1750c873c3b7af7684b9292b8b9f092aea04d4978244f25d1ca8ddc
3,confirmation,1.15,0.005,6,426094306,426194306,46445e9301aab481c29838a57f4a21629fd8273f2b0179f813d947e80aa0bca4
3,confirmation,1.15,0.01,6,426094306,426194306,54d3495755c099846db902d46a00af38c2f33560d83874d9a330a4608a50c0b6
